pid,tests,found,agree,no_majority,no_variant_output,put_fail,tp_count,fp_count,oracle_wrong_count,canonical_fail_count,precision,category,report,detail_csv
p03314,76,0,1,75,0,0,0,0,66,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03314/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03314/detail.csv
p03322,139,12,0,126,0,1,0,12,130,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03322/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03322/detail.csv
p03323,70,22,48,0,0,0,22,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03323/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03323/detail.csv
p03326,111,1,107,3,0,0,1,0,3,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03326/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03326/detail.csv
p03329,44,0,13,31,0,0,0,0,0,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03329/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03329/detail.csv
p03331,85,0,0,85,0,0,0,0,1,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03331/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03331/detail.csv
p03332,127,14,32,81,0,0,0,14,63,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03332/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03332/detail.csv
p03333,143,137,6,0,0,0,0,137,137,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03333/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03333/detail.csv
p03336,175,3,0,172,0,0,0,3,111,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03336/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03336/detail.csv
p03338,70,0,70,0,0,0,0,0,0,0,,all_agree,/data/bc/MyCatcher/outputs/tcases/cpp/p03338/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03338/detail.csv
p03343,144,0,0,144,0,0,0,0,87,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03343/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03343/detail.csv
p03344,142,0,0,142,0,0,0,0,137,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03344/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03344/detail.csv
p03348,113,0,0,113,0,0,0,0,99,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03348/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03348/detail.csv
p03350,101,2,11,88,0,0,0,0,59,0,,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03350/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03350/detail.csv
p03351,87,6,81,0,0,0,6,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03351/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03351/detail.csv
p03352,48,9,31,8,0,0,9,0,8,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03352/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03352/detail.csv
p03361,117,30,77,10,0,0,30,0,41,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03361/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03361/detail.csv
p03365,27,2,0,25,0,0,1,1,26,0,0.5,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03365/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03365/detail.csv
p03374,156,26,0,130,0,0,16,10,41,0,0.6153846153846154,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03374/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03374/detail.csv
p03383,123,10,113,0,0,0,1,9,12,0,0.1,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03383/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03383/detail.csv
p03391,156,56,5,95,0,0,0,56,134,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03391/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03391/detail.csv
p03393,114,77,3,34,0,0,0,77,113,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03393/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03393/detail.csv
p03396,122,0,0,122,0,0,0,0,117,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03396/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03396/detail.csv
p03403,132,0,6,126,0,0,0,0,126,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03403/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03403/detail.csv
p03406,101,7,0,94,0,0,3,4,66,0,0.42857142857142855,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03406/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03406/detail.csv
p03408,134,8,126,0,0,0,8,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03408/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03408/detail.csv
p03421,124,0,42,82,0,0,0,0,72,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03421/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03421/detail.csv
p03424,128,56,72,0,0,0,16,40,42,0,0.2857142857142857,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03424/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03424/detail.csv
p03427,64,42,12,10,0,0,0,42,52,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03427/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03427/detail.csv
p03431,79,1,0,78,0,0,0,1,52,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03431/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03431/detail.csv
p03434,152,152,0,0,0,0,152,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03434/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03434/detail.csv
p03435,122,32,71,19,0,0,4,28,28,0,0.125,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03435/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03435/detail.csv
p03452,76,3,69,4,0,0,3,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03452/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03452/detail.csv
p03456,133,14,119,0,0,0,14,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03456/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03456/detail.csv
p03458,126,0,2,124,0,0,0,0,78,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03458/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03458/detail.csv
p03462,82,0,0,82,0,0,0,0,70,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03462/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03462/detail.csv
p03469,59,28,31,0,0,0,26,0,0,2,1.0,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03469/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03469/detail.csv
p03475,126,49,11,0,0,66,49,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03475/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03475/detail.csv
p03484,66,0,1,65,0,0,0,0,64,1,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03484/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03484/detail.csv
p03492,94,0,0,94,0,0,0,0,85,7,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03492/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03492/detail.csv
p03494,123,6,117,0,0,0,6,0,1,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03494/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03494/detail.csv
p03497,132,0,0,132,0,0,0,0,118,2,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03497/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03497/detail.csv
p03500,124,0,0,124,0,0,0,0,122,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03500/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03500/detail.csv
p03503,162,32,85,11,0,34,32,0,3,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03503/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03503/detail.csv
p03543,63,3,60,0,0,0,3,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03543/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03543/detail.csv
p03544,23,0,23,0,0,0,0,0,0,0,,all_agree,/data/bc/MyCatcher/outputs/tcases/cpp/p03544/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03544/detail.csv
p03546,85,18,15,0,0,52,18,0,2,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03546/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03546/detail.csv
p03553,111,9,34,68,0,0,4,5,52,0,0.4444444444444444,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03553/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03553/detail.csv
p03558,55,0,0,55,0,0,0,0,48,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03558/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03558/detail.csv
p03561,64,0,2,62,0,0,0,0,58,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03561/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03561/detail.csv
p03562,162,0,0,162,0,0,0,0,156,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03562/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03562/detail.csv
p03565,143,3,96,44,0,0,3,0,4,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03565/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03565/detail.csv
p03573,126,15,111,0,0,0,12,3,3,0,0.8,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03573/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03573/detail.csv
p03574,119,6,99,14,0,0,6,0,14,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03574/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03574/detail.csv
p03575,110,7,98,5,0,0,0,7,11,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03575/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03575/detail.csv
p03604,106,0,0,106,0,0,0,0,49,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03604/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03604/detail.csv
p03608,133,56,65,11,1,0,44,10,15,8,0.8148148148148148,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03608/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03608/detail.csv
p03613,126,0,5,121,0,0,0,0,52,3,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03613/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03613/detail.csv
p03616,136,10,12,114,0,0,4,5,114,0,0.4444444444444444,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03616/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03616/detail.csv
p03620,108,65,25,18,0,0,0,65,83,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03620/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03620/detail.csv
p03625,134,1,113,20,0,0,1,0,3,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03625/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03625/detail.csv
p03629,106,0,8,98,0,0,0,0,5,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03629/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03629/detail.csv
p03630,120,46,0,74,0,0,0,46,118,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03630/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03630/detail.csv
p03642,116,5,1,110,0,0,0,4,92,2,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03642/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03642/detail.csv
p03647,120,9,92,19,0,0,9,0,19,4,1.0,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03647/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03647/detail.csv
p03652,117,62,24,31,0,0,0,62,93,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03652/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03652/detail.csv
p03664,143,25,2,116,0,0,0,25,138,1,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03664/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03664/detail.csv
p03665,117,5,99,13,0,0,4,1,11,0,0.8,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03665/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03665/detail.csv
p03679,141,35,106,0,0,0,15,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03679/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03679/detail.csv
p03684,138,16,67,55,0,0,0,16,35,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03684/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03684/detail.csv
p03695,133,120,0,13,0,0,120,0,13,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03695/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03695/detail.csv
p03703,131,2,129,0,0,0,2,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03703/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03703/detail.csv
p03705,106,18,85,3,0,0,18,0,3,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03705/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03705/detail.csv
p03713,77,0,46,31,0,0,0,0,19,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03713/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03713/detail.csv
p03718,130,29,0,101,0,0,0,29,126,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03718/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03718/detail.csv
p03719,100,4,96,0,0,0,4,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03719/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03719/detail.csv
p03722,149,5,135,9,0,0,4,1,10,0,0.8,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03722/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03722/detail.csv
p03723,106,2,104,0,0,0,2,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03723/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03723/detail.csv
p03725,120,1,81,38,0,0,0,1,90,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03725/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03725/detail.csv
p03730,89,4,57,28,0,0,4,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03730/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03730/detail.csv
p03734,122,21,77,11,7,6,21,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03734/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03734/detail.csv
p03750,144,1,0,143,0,0,0,1,86,52,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03750/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03750/detail.csv
p03765,152,62,84,6,0,0,7,55,65,0,0.11290322580645161,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03765/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03765/detail.csv
p03768,148,0,57,91,0,0,0,0,17,3,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03768/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03768/detail.csv
p03770,144,0,0,144,0,0,0,0,98,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03770/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03770/detail.csv
p03771,156,0,17,139,0,0,0,0,35,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03771/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03771/detail.csv
p03774,132,4,128,0,0,0,3,1,14,0,0.75,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03774/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03774/detail.csv
p03775,62,0,0,62,0,0,0,0,18,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03775/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03775/detail.csv
p03778,135,19,116,0,0,0,19,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03778/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03778/detail.csv
p03788,134,4,6,124,0,0,1,3,115,0,0.25,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03788/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03788/detail.csv
p03799,114,48,66,0,0,0,15,33,33,0,0.3125,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03799/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03799/detail.csv
p03802,134,115,19,0,0,0,0,115,115,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03802/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03802/detail.csv
p03803,95,11,84,0,0,0,11,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03803/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03803/detail.csv
p03804,149,8,141,0,0,0,8,0,0,10,1.0,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03804/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03804/detail.csv
p03806,164,11,97,56,0,0,0,11,11,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03806/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03806/detail.csv
p03816,129,0,0,129,0,0,0,0,95,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03816/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03816/detail.csv
p03824,93,11,1,81,0,0,0,11,69,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03824/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03824/detail.csv
p03825,108,0,2,106,0,0,0,0,37,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03825/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03825/detail.csv
p03828,22,0,12,10,0,0,0,0,10,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03828/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03828/detail.csv
p03843,129,12,0,116,1,0,0,12,128,1,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03843/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03843/detail.csv
p03845,140,0,140,0,0,0,0,0,0,0,,all_agree,/data/bc/MyCatcher/outputs/tcases/cpp/p03845/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03845/detail.csv
p03846,133,23,106,4,0,0,5,18,36,0,0.21739130434782608,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03846/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03846/detail.csv
p03849,50,0,1,49,0,0,0,0,23,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03849/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03849/detail.csv
p03853,107,8,98,0,0,1,8,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03853/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03853/detail.csv
p03854,136,1,135,0,0,0,1,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03854/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03854/detail.csv
p03858,143,3,29,111,0,0,0,3,75,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03858/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03858/detail.csv
p03859,132,0,0,132,0,0,0,0,104,4,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03859/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03859/detail.csv
p03862,123,4,119,0,0,0,4,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03862/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03862/detail.csv
p03940,147,0,0,147,0,0,0,0,66,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03940/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03940/detail.csv
p03944,132,11,63,58,0,0,11,0,42,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p03944/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03944/detail.csv
p03951,91,0,4,87,0,0,0,0,35,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03951/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03951/detail.csv
p03969,117,3,9,105,0,0,0,3,99,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03969/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03969/detail.csv
p03988,84,32,41,11,0,0,1,31,31,0,0.03125,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p03988/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03988/detail.csv
p03989,62,0,0,62,0,0,0,0,62,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p03989/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03989/detail.csv
p03998,137,26,110,1,0,0,25,1,1,1,0.9615384615384616,mixed,/data/bc/MyCatcher/outputs/tcases/cpp/p03998/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p03998/detail.csv
p04000,85,5,77,3,0,0,0,5,7,1,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p04000/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04000/detail.csv
p04004,71,0,0,71,0,0,0,0,69,1,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p04004/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04004/detail.csv
p04005,114,0,1,113,0,0,0,0,73,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p04005/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04005/detail.csv
p04006,140,75,1,64,0,0,0,75,139,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p04006/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04006/detail.csv
p04010,71,0,9,62,0,0,0,0,0,71,,canonical_fail_heavy,/data/bc/MyCatcher/outputs/tcases/cpp/p04010/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04010/detail.csv
p04012,153,3,150,0,0,0,3,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p04012/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04012/detail.csv
p04015,96,0,71,25,0,0,0,0,2,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p04015/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04015/detail.csv
p04021,149,15,43,91,0,0,0,15,92,0,0.0,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p04021/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04021/detail.csv
p04028,126,0,2,124,0,0,0,0,57,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p04028/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04028/detail.csv
p04030,144,10,134,0,0,0,8,0,0,0,1.0,high_quality_tp,/data/bc/MyCatcher/outputs/tcases/cpp/p04030/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04030/detail.csv
p04043,126,15,111,0,0,0,6,9,9,0,0.4,high_fp,/data/bc/MyCatcher/outputs/tcases/cpp/p04043/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04043/detail.csv
p04047,153,0,153,0,0,0,0,0,0,0,,all_agree,/data/bc/MyCatcher/outputs/tcases/cpp/p04047/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04047/detail.csv
p04051,155,0,0,155,0,0,0,0,155,0,,no_detection,/data/bc/MyCatcher/outputs/tcases/cpp/p04051/report.txt,/data/bc/MyCatcher/outputs/tcases/cpp/p04051/detail.csv
